state,article_title,revision_id,article_quality,regional_division,population
Illinois,"Maroa, Illinois",1169769636,C,East North Central,12582032
Illinois,"Marquette Heights, Illinois",1165892386,C,East North Central,12582032
Illinois,"Marseilles, Illinois",1174123415,C,East North Central,12582032
Illinois,"Marshall, Illinois",1165488029,C,East North Central,12582032
Illinois,"Martinsville, Illinois",1166436250,C,East North Central,12582032
Illinois,"Martinton, Illinois",1167335841,Start,East North Central,12582032
Illinois,"Maryville, Illinois",1167335963,GA,East North Central,12582032
Illinois,"Mascoutah, Illinois",1170012077,GA,East North Central,12582032
Illinois,"Mason, Illinois",1175210977,C,East North Central,12582032
Illinois,"Mason City, Illinois",1165892577,C,East North Central,12582032
Illinois,"Matherville, Illinois",1167336191,C,East North Central,12582032
Illinois,"Matteson, Illinois",1177466974,C,East North Central,12582032
Illinois,"Mattoon, Illinois",1173869065,C,East North Central,12582032
Illinois,"Maunie, Illinois",1167336393,C,East North Central,12582032
Illinois,"Maywood, Illinois",1179074857,C,East North Central,12582032
Illinois,"Mazon, Illinois",1167336856,Start,East North Central,12582032
Illinois,"McClure, Illinois",1167337008,C,East North Central,12582032
Illinois,"McCook, Illinois",1176135580,C,East North Central,12582032
Illinois,"McCullom Lake, Illinois",1167340633,C,East North Central,12582032
Illinois,"McHenry, Illinois",1175720978,C,East North Central,12582032
Illinois,"McLean, Illinois",1167340973,C,East North Central,12582032
Illinois,"McLeansboro, Illinois",1167855342,C,East North Central,12582032
Illinois,"McNabb, Illinois",1167341040,Start,East North Central,12582032
Illinois,"Mechanicsburg, Illinois",1167341374,Start,East North Central,12582032
Illinois,"Media, Illinois",1167341469,C,East North Central,12582032
Illinois,"Medora, Illinois",1167341534,C,East North Central,12582032
Illinois,"Melrose Park, Illinois",1173200293,C,East North Central,12582032
Illinois,"Melvin, Illinois",1167341795,C,East North Central,12582032
Illinois,"Mendon, Illinois",1167341878,C,East North Central,12582032
Illinois,"Mendota, Illinois",1174123513,C,East North Central,12582032
Illinois,"Menominee, Illinois",1167341916,C,East North Central,12582032
Illinois,"Meredosia, Illinois",1167342062,C,East North Central,12582032
Illinois,"Merrionette Park, Illinois",1176730027,C,East North Central,12582032
Illinois,"Metamora, Illinois",1167342355,C,East North Central,12582032
Illinois,"Metcalf, Illinois",1173965798,C,East North Central,12582032
Illinois,"Metropolis, Illinois",1179886519,C,East North Central,12582032
Illinois,"Mettawa, Illinois",1178727746,GA,East North Central,12582032
Illinois,"Middletown, Illinois",1178310034,C,East North Central,12582032
Illinois,"Midlothian, Illinois",1177700722,C,East North Central,12582032
Illinois,"Milan, Illinois",1167343393,C,East North Central,12582032
Illinois,"Milford, Illinois",1167343563,C,East North Central,12582032
Illinois,"Millbrook, Illinois",1167343722,Start,East North Central,12582032
Illinois,"Mill Creek, Illinois",1167343608,C,East North Central,12582032
Illinois,"Milledgeville, Illinois",1167343770,C,East North Central,12582032
Illinois,"Millington, Illinois",1174161298,C,East North Central,12582032
Illinois,"Mill Shoals, Illinois",1167343665,GA,East North Central,12582032
Illinois,"Millstadt, Illinois",1179686444,C,East North Central,12582032
Illinois,"Milton, Illinois",1167344301,C,East North Central,12582032
Illinois,"Mineral, Illinois",1167344495,C,East North Central,12582032
Illinois,"Minier, Illinois",1172529356,C,East North Central,12582032
Illinois,"Minonk, Illinois",1165893720,C,East North Central,12582032
Illinois,"Minooka, Illinois",1167344714,C,East North Central,12582032
Illinois,"Modesto, Illinois",1167345117,C,East North Central,12582032
Illinois,"Mokena, Illinois",1167345261,C,East North Central,12582032
Illinois,"Moline, Illinois",1179558327,B,East North Central,12582032
Illinois,"Momence, Illinois",1165893890,C,East North Central,12582032
Illinois,"Monee, Illinois",1167345408,C,East North Central,12582032
Illinois,"Monmouth, Illinois",1178913671,C,East North Central,12582032
Illinois,"Monroe Center, Illinois",1167345561,Start,East North Central,12582032
Illinois,"Montgomery, Illinois",1167971003,C,East North Central,12582032
Illinois,"Monticello, Illinois",1176807025,GA,East North Central,12582032
Illinois,"Montrose, Illinois",1172669816,C,East North Central,12582032
Illinois,"Morris, Illinois",1178608465,GA,East North Central,12582032
Illinois,"Morrison, Illinois",1152581159,C,East North Central,12582032
Illinois,"Morrisonville, Illinois",1167347305,C,East North Central,12582032
Illinois,"Morton, Illinois",1178575883,C,East North Central,12582032
Illinois,"Morton Grove, Illinois",1170892355,C,East North Central,12582032
Illinois,"Mound City, Illinois",1172620780,C,East North Central,12582032
Illinois,"Mounds, Illinois",1165894501,C,East North Central,12582032
Illinois,"Mound Station, Illinois",1167347712,Start,East North Central,12582032
Illinois,"Mount Auburn, Illinois",1167392154,C,East North Central,12582032
Illinois,"Mount Carmel, Illinois",1174046816,C,East North Central,12582032
Illinois,"Mount Carroll, Illinois",1179506136,C,East North Central,12582032
Illinois,"Mount Clare, Illinois",1167392213,C,East North Central,12582032
Illinois,"Mount Erie, Illinois",1167392266,C,East North Central,12582032
Illinois,"Mount Morris, Illinois",1167392445,C,East North Central,12582032
Illinois,"Mount Olive, Illinois",1165894557,C,East North Central,12582032
Illinois,"Mount Prospect, Illinois",1171124201,C,East North Central,12582032
Illinois,"Mount Pulaski, Illinois",1165894583,C,East North Central,12582032
Illinois,"Mount Sterling, Illinois",1174117695,C,East North Central,12582032
Illinois,"Mount Vernon, Illinois",1178888914,GA,East North Central,12582032
Illinois,"Mount Zion, Illinois",1149924520,C,East North Central,12582032
Illinois,"Moweaqua, Illinois",1176411041,C,East North Central,12582032
Illinois,"Muddy, Illinois",1179213212,GA,East North Central,12582032
Illinois,"Mulberry Grove, Illinois",1176470633,C,East North Central,12582032
Illinois,"Muncie, Illinois",1179211591,C,East North Central,12582032
Illinois,"Mundelein, Illinois",1166269682,C,East North Central,12582032
Illinois,"Murphysboro, Illinois",1173188536,C,East North Central,12582032
Illinois,"Murrayville, Illinois",1167393600,C,East North Central,12582032
Illinois,"Naperville, Illinois",1177548712,GA,East North Central,12582032
Illinois,"Naplate, Illinois",1174161384,C,East North Central,12582032
Illinois,"Naples, Illinois",1166208899,C,East North Central,12582032
Illinois,"Nashville, Illinois",1160843021,GA,East North Central,12582032
Illinois,"Nason, Illinois",1165894938,C,East North Central,12582032
Illinois,"Nauvoo, Illinois",1177983403,GA,East North Central,12582032
Illinois,"Nebo, Illinois",1167394353,C,East North Central,12582032
Illinois,"Nelson, Illinois",1167394629,Start,East North Central,12582032
Illinois,"Neoga, Illinois",1172669658,C,East North Central,12582032
Illinois,"Neponset, Illinois",1176762322,Start,East North Central,12582032
Illinois,"Newark, Illinois",1167396278,Start,East North Central,12582032
Illinois,"New Athens, Illinois",1167394996,C,East North Central,12582032
Illinois,"New Baden, Illinois",1167562841,GA,East North Central,12582032
Illinois,"New Bedford, Illinois",1167395045,C,East North Central,12582032
Illinois,"New Berlin, Illinois",1170858135,C,East North Central,12582032
Illinois,"New Boston, Illinois",1165895120,C,East North Central,12582032
Illinois,"New Burnside, Illinois",1134515275,C,East North Central,12582032
Illinois,"New Canton, Illinois",1166209031,Start,East North Central,12582032
Illinois,"New Douglas, Illinois",1167395238,C,East North Central,12582032
Illinois,"New Grand Chain, Illinois",1167395356,C,East North Central,12582032
Illinois,"New Haven, Illinois",1167395477,C,East North Central,12582032
Illinois,"New Holland, Illinois",1167395513,C,East North Central,12582032
Illinois,"New Lenox, Illinois",1178601042,B,East North Central,12582032
Illinois,"Newman, Illinois",1172984874,C,East North Central,12582032
Illinois,"New Milford, Illinois",1167395900,Start,East North Central,12582032
Illinois,"New Minden, Illinois",1148374109,GA,East North Central,12582032
Illinois,"New Salem, Pike County, Illinois",1167396055,Start,East North Central,12582032
Illinois,"Newton, Illinois",1168948916,GA,East North Central,12582032
Illinois,"Niantic, Illinois",1167409546,C,East North Central,12582032
Illinois,"Niles, Illinois",1178450751,C,East North Central,12582032
Illinois,"Nilwood, Illinois",1166209618,Start,East North Central,12582032
Illinois,"Noble, Illinois",1167409985,Start,East North Central,12582032
Illinois,"Nokomis, Illinois",1154204339,C,East North Central,12582032
Illinois,"Nora, Illinois",1167410194,C,East North Central,12582032
Illinois,"Normal, Illinois",1177522849,GA,East North Central,12582032
Illinois,"Norridge, Illinois",1174961016,C,East North Central,12582032
Illinois,"Norris, Illinois",1167410364,B,East North Central,12582032
Illinois,"Norris City, Illinois",1167410358,C,East North Central,12582032
Illinois,"North Aurora, Illinois",1153231482,GA,East North Central,12582032
Illinois,"North Barrington, Illinois",1167410436,C,East North Central,12582032
Illinois,"Northbrook, Illinois",1179726048,GA,East North Central,12582032
Illinois,"North Chicago, Illinois",1165895774,C,East North Central,12582032
Illinois,"North City, Illinois",1167410590,C,East North Central,12582032
Illinois,"Northfield, Illinois",1172711950,C,East North Central,12582032
Illinois,"North Henderson, Illinois",1167410752,C,East North Central,12582032
Illinois,"Northlake, Illinois",1169217613,C,East North Central,12582032
Illinois,"North Pekin, Illinois",1167411026,C,East North Central,12582032
Illinois,"North Riverside, Illinois",1170893610,C,East North Central,12582032
Illinois,"North Utica, Illinois",1177687746,C,East North Central,12582032
Illinois,"Norwood, Illinois",1167412095,Start,East North Central,12582032
Illinois,"Oak Brook, Illinois",1172061166,C,East North Central,12582032
Illinois,"Oakbrook Terrace, Illinois",1173130826,C,East North Central,12582032
Illinois,"Oakdale, Illinois",1148365821,C,East North Central,12582032
Illinois,"Oakford, Illinois",1167413022,C,East North Central,12582032
Illinois,"Oak Forest, Illinois",1178406564,C,East North Central,12582032
Illinois,"Oak Grove, Illinois",1167412624,Start,East North Central,12582032
Illinois,"Oakland, Illinois",1168060546,C,East North Central,12582032
Illinois,"Oak Lawn, Illinois",1178261020,GA,East North Central,12582032
Illinois,"Oak Park, Illinois",1179074504,GA,East North Central,12582032
Illinois,"Oakwood, Illinois",1167413327,GA,East North Central,12582032
Illinois,"Oakwood Hills, Illinois",1143264522,GA,East North Central,12582032
Illinois,"Oblong, Illinois",1172669331,C,East North Central,12582032
Illinois,"Oconee, Illinois",1167424318,Start,East North Central,12582032
Illinois,"Odell, Illinois",1167424456,GA,East North Central,12582032
Illinois,"Odin, Illinois",1173326031,C,East North Central,12582032
Illinois,"O'Fallon, Illinois",1171183003,C,East North Central,12582032
Illinois,"Ogden, Illinois",1167424650,C,East North Central,12582032
Illinois,"Oglesby, Illinois",1177688266,C,East North Central,12582032
Illinois,"Ohio, Illinois",1167424827,C,East North Central,12582032
Illinois,"Ohlman, Illinois",1167424850,B,East North Central,12582032
Illinois,"Okawville, Illinois",1167424973,GA,East North Central,12582032
Illinois,"Old Mill Creek, Illinois",1167425365,C,East North Central,12582032
Illinois,"Old Ripley, Illinois",1167425468,C,East North Central,12582032
Illinois,"Old Shawneetown, Illinois",1167425495,GA,East North Central,12582032
Illinois,"Olmsted, Illinois",1167426072,C,East North Central,12582032
Illinois,"Olney, Illinois",1176864265,C,East North Central,12582032
Illinois,"Olympia Fields, Illinois",1171009432,C,East North Central,12582032
Illinois,"Omaha, Illinois",1167426148,C,East North Central,12582032
Illinois,"Onarga, Illinois",1177636149,C,East North Central,12582032
Illinois,"Oneida, Illinois",1175228708,C,East North Central,12582032
Illinois,"Oquawka, Illinois",1155183765,C,East North Central,12582032
Illinois,"Orangeville, Illinois",1170927359,GA,East North Central,12582032
Illinois,"Oreana, Illinois",1167454043,C,East North Central,12582032
Illinois,"Oregon, Illinois",1179340509,GA,East North Central,12582032
Illinois,"Orient, Illinois",1171864545,Start,East North Central,12582032
Illinois,"Orion, Illinois",1167454333,Start,East North Central,12582032
Illinois,"Orland Hills, Illinois",1178234899,C,East North Central,12582032
Illinois,"Orland Park, Illinois",1174446466,C,East North Central,12582032
Illinois,"Oswego, Illinois",1177327727,GA,East North Central,12582032
Illinois,"Ottawa, Illinois",1175690079,GA,East North Central,12582032
Illinois,"Otterville, Illinois",1166210785,C,East North Central,12582032
Illinois,"Owaneco, Illinois",1167455833,Start,East North Central,12582032
Illinois,"Palatine, Illinois",1177244917,C,East North Central,12582032
Illinois,"Palestine, Illinois",1175687668,C,East North Central,12582032
Illinois,"Palmer, Illinois",1167456767,C,East North Central,12582032
Illinois,"Palmyra, Illinois",1167456876,C,East North Central,12582032
Illinois,"Palos Heights, Illinois",1177627265,C,East North Central,12582032
Illinois,"Palos Hills, Illinois",1169217784,C,East North Central,12582032
Illinois,"Palos Park, Illinois",1171009776,GA,East North Central,12582032
Illinois,"Pana, Illinois",1165897122,C,East North Central,12582032
Illinois,"Panama, Illinois",1167456970,C,East North Central,12582032
Illinois,"Panola, Illinois",1167457049,C,East North Central,12582032
Illinois,"Papineau, Illinois",1167457146,Start,East North Central,12582032
Illinois,"Paris, Illinois",1173965571,C,East North Central,12582032
Illinois,"Park City, Illinois",1165897186,GA,East North Central,12582032
Illinois,"Parkersburg, Illinois",1167457623,Start,East North Central,12582032
Illinois,"Park Forest, Illinois",1174455626,GA,East North Central,12582032
Illinois,"Park Ridge, Illinois",1179821966,GA,East North Central,12582032
Illinois,"Patoka, Illinois",1167457975,GA,East North Central,12582032
Illinois,"Pawnee, Illinois",1172044492,Start,East North Central,12582032
Illinois,"Paw Paw, Illinois",1174366491,GA,East North Central,12582032
Illinois,"Paxton, Illinois",1168044816,C,East North Central,12582032
Illinois,"Payson, Illinois",1167458443,C,East North Central,12582032
Illinois,"Pearl, Illinois",1179798459,C,East North Central,12582032
Illinois,"Pearl City, Illinois",1167458605,C,East North Central,12582032
Illinois,"Pecatonica, Illinois",1179540319,C,East North Central,12582032
Illinois,"Pekin, Illinois",1179064213,B,East North Central,12582032
Illinois,"Peoria, Illinois",1179589977,B,East North Central,12582032
Illinois,"Peoria Heights, Illinois",1175551393,C,East North Central,12582032
Illinois,"Peotone, Illinois",1167459540,C,East North Central,12582032
Illinois,"Percy, Illinois",1167459627,Start,East North Central,12582032
Illinois,"Perry, Illinois",1167460023,C,East North Central,12582032
Illinois,"Peru, Illinois",1176802150,C,East North Central,12582032
Illinois,"Pesotum, Illinois",1167493781,Start,East North Central,12582032
Illinois,"Petersburg, Illinois",1174020700,C,East North Central,12582032
Illinois,"Phillipstown, Illinois",1167495094,C,East North Central,12582032
Illinois,"Philo, Illinois",1167495102,Start,East North Central,12582032
Illinois,"Phoenix, Illinois",1171009878,GA,East North Central,12582032
Illinois,"Pierron, Illinois",1167495394,C,East North Central,12582032
Illinois,"Pinckneyville, Illinois",1165897843,C,East North Central,12582032
Illinois,"Pingree Grove, Illinois",1167496266,GA,East North Central,12582032
Illinois,"Piper City, Illinois",1167496426,C,East North Central,12582032
Illinois,"Pittsburg, Illinois",1167496553,C,East North Central,12582032
Illinois,"Pittsfield, Illinois",1174950666,GA,East North Central,12582032
Illinois,"Plainfield, Illinois",1175688447,B,East North Central,12582032
Illinois,"Plainville, Illinois",1167496727,C,East North Central,12582032
Illinois,"Plano, Illinois",1165898098,GA,East North Central,12582032
Illinois,"Plattville, Illinois",1167496863,Start,East North Central,12582032
Illinois,"Pleasant Hill, Illinois",1167497008,C,East North Central,12582032
Illinois,"Pleasant Plains, Illinois",1171669428,C,East North Central,12582032
Illinois,"Plymouth, Illinois",1167497628,C,East North Central,12582032
Illinois,"Pocahontas, Illinois",1167497676,C,East North Central,12582032
Illinois,"Polo, Illinois",1178444743,C,East North Central,12582032
Illinois,"Pontiac, Illinois",1179695876,B,East North Central,12582032
Illinois,"Pontoon Beach, Illinois",1175806001,C,East North Central,12582032
Illinois,"Pontoosuc, Illinois",1167498333,C,East North Central,12582032
Illinois,"Poplar Grove, Illinois",1177673191,C,East North Central,12582032
Illinois,"Port Barrington, Illinois",1171154051,C,East North Central,12582032
Illinois,"Port Byron, Illinois",1179437602,C,East North Central,12582032
Illinois,"Posen, Illinois",1173398743,C,East North Central,12582032
Illinois,"Potomac, Illinois",1178697547,GA,East North Central,12582032
Illinois,"Prairie City, Illinois",1167499640,C,East North Central,12582032
Illinois,"Prairie du Rocher, Illinois",1167499861,C,East North Central,12582032
Illinois,"Prairie Grove, Illinois",1167499683,C,East North Central,12582032
Illinois,"Princeton, Illinois",1165898778,C,East North Central,12582032
Illinois,"Princeville, Illinois",1167500456,C,East North Central,12582032
Illinois,"Prophetstown, Illinois",1167439796,C,East North Central,12582032
Illinois,"Prospect Heights, Illinois",1169217951,C,East North Central,12582032
Illinois,"Pulaski, Illinois",1167501098,C,East North Central,12582032
Illinois,"Quincy, Illinois",1179719362,B,East North Central,12582032
Illinois,"Radom, Illinois",1167502291,C,East North Central,12582032
Illinois,"Raleigh, Illinois",1176012968,C,East North Central,12582032
Illinois,"Ramsey, Illinois",1177373932,C,East North Central,12582032
Illinois,"Rankin, Illinois",1167502895,C,East North Central,12582032
Illinois,"Ransom, Illinois",1174184112,C,East North Central,12582032
Illinois,"Rantoul, Illinois",1164237051,C,East North Central,12582032
Illinois,"Rapids City, Illinois",1171075958,Start,East North Central,12582032
Illinois,"Raritan, Illinois",1167503071,C,East North Central,12582032
Illinois,"Raymond, Illinois",1167503450,C,East North Central,12582032
Illinois,"Red Bud, Illinois",1179694851,C,East North Central,12582032
Illinois,"Reddick, Illinois",1167504140,C,East North Central,12582032
Illinois,"Redmon, Illinois",1173965849,Start,East North Central,12582032
Illinois,"Reynolds, Illinois",1167504990,Start,East North Central,12582032
Illinois,"Richmond, Illinois",1167505847,C,East North Central,12582032
Illinois,"Richton Park, Illinois",1171361624,C,East North Central,12582032
Illinois,"Richview, Illinois",1167505889,GA,East North Central,12582032
Illinois,"Ridge Farm, Illinois",1167506002,C,East North Central,12582032
Illinois,"Ridgway, Illinois",1167506227,C,East North Central,12582032
Illinois,"Ridott, Illinois",1167506260,Start,East North Central,12582032
Illinois,"Ringwood, Illinois",1167506478,C,East North Central,12582032
Illinois,"Rio, Illinois",1167506514,C,East North Central,12582032
Illinois,"Ripley, Illinois",1167506574,C,East North Central,12582032
Illinois,"Riverdale, Illinois",1173398648,GA,East North Central,12582032
Illinois,"River Forest, Illinois",1179637293,C,East North Central,12582032
Illinois,"River Grove, Illinois",1179647133,C,East North Central,12582032
Illinois,"Riverside, Illinois",1179650446,C,East North Central,12582032
Illinois,"Riverton, Illinois",1167506944,C,East North Central,12582032
Illinois,"Riverwoods, Illinois",1155165787,C,East North Central,12582032
Illinois,"Roanoke, Illinois",1126103308,C,East North Central,12582032
Illinois,"Robbins, Illinois",1173398270,C,East North Central,12582032
Illinois,"Roberts, Illinois",1170578397,C,East North Central,12582032
Illinois,"Robinson, Illinois",1171837622,GA,East North Central,12582032
Illinois,"Rochelle, Illinois",1171914948,GA,East North Central,12582032
Illinois,"Rochester, Illinois",1167507392,C,East North Central,12582032
Illinois,"Rockbridge, Illinois",1167507703,C,East North Central,12582032
Illinois,"Rock City, Illinois",1167507432,Start,East North Central,12582032
Illinois,"Rockdale, Illinois",1167507721,C,East North Central,12582032
Illinois,"Rock Falls, Illinois",1166805893,C,East North Central,12582032
Illinois,"Rockford, Illinois",1177698680,B,East North Central,12582032
Illinois,"Rock Island, Illinois",1172411735,C,East North Central,12582032
Illinois,"Rockton, Illinois",1167507948,C,East North Central,12582032
Illinois,"Rockwood, Illinois",1179695976,Start,East North Central,12582032
Illinois,"Rolling Meadows, Illinois",1169218024,C,East North Central,12582032
Illinois,"Romeoville, Illinois",1176491201,GA,East North Central,12582032
Illinois,"Roodhouse, Illinois",1165900185,C,East North Central,12582032
Illinois,"Roscoe, Illinois",1167641212,C,East North Central,12582032
Illinois,"Rose Hill, Illinois",1167641261,GA,East North Central,12582032
Illinois,"Roselle, Illinois",1179648296,C,East North Central,12582032
Illinois,"Rosemont, Illinois",1179645513,GA,East North Central,12582032
Illinois,"Roseville, Illinois",1178311453,Start,East North Central,12582032
Illinois,"Rosiclare, Illinois",1178084572,C,East North Central,12582032
Illinois,"Rossville, Illinois",1167641675,GA,East North Central,12582032
Illinois,"Round Lake, Illinois",1167641868,C,East North Central,12582032
Illinois,"Round Lake Beach, Illinois",1167641838,C,East North Central,12582032
Illinois,"Round Lake Heights, Illinois",1167641841,Start,East North Central,12582032
Illinois,"Round Lake Park, Illinois",1167641847,Start,East North Central,12582032
Illinois,"Roxana, Illinois",1167642144,C,East North Central,12582032
Illinois,"Royal, Illinois",1168607777,C,East North Central,12582032
Illinois,"Royal Lakes, Illinois",1167642195,GA,East North Central,12582032
Illinois,"Royalton, Illinois",1179260667,GA,East North Central,12582032
Illinois,"Ruma, Illinois",1167642533,Start,East North Central,12582032
Illinois,"Rushville, Illinois",1165900462,C,East North Central,12582032
Illinois,"Russellville, Illinois",1167642804,GA,East North Central,12582032
Illinois,"Rutland, Illinois",1174184163,GA,East North Central,12582032
Illinois,"Sadorus, Illinois",1167666354,C,East North Central,12582032
Illinois,"Sailor Springs, Illinois",1167666480,Start,East North Central,12582032
Illinois,"St. Anne, Illinois",1168757372,C,East North Central,12582032
Illinois,"St. Augustine, Illinois",1167676689,C,East North Central,12582032
Illinois,"St. Charles, Illinois",1178517446,C,East North Central,12582032
Illinois,"St. David, Illinois",1167676778,C,East North Central,12582032
Illinois,"St. Elmo, Illinois",1165902847,C,East North Central,12582032
Illinois,"Ste. Marie, Illinois",1168477732,C,East North Central,12582032
Illinois,"St. Francisville, Illinois",1165902853,GA,East North Central,12582032
Illinois,"St. Jacob, Illinois",1167676845,GA,East North Central,12582032
Illinois,"St. Johns, Illinois",1167676895,C,East North Central,12582032
Illinois,"St. Joseph, Illinois",1178598992,C,East North Central,12582032
Illinois,"St. Libory, Illinois",1176163896,C,East North Central,12582032
Illinois,"St. Peter, Illinois",1167677031,C,East North Central,12582032
Illinois,"St. Rose, Illinois",340643509,Stub,East North Central,12582032
Illinois,"Salem, Illinois",1165900617,GA,East North Central,12582032
Illinois,"Sammons Point, Illinois",1167667282,C,East North Central,12582032
Illinois,"Sandoval, Illinois",1167667668,GA,East North Central,12582032
Illinois,"Sandwich, Illinois",1172670210,C,East North Central,12582032
Illinois,"San Jose, Illinois",1171401356,C,East North Central,12582032
Illinois,"Sauget, Illinois",1176168071,C,East North Central,12582032
Illinois,"Sauk Village, Illinois",1171662994,C,East North Central,12582032
Illinois,"Saunemin, Illinois",1177642417,Start,East North Central,12582032
Illinois,"Savanna, Illinois",1179507333,C,East North Central,12582032
Illinois,"Savoy, Illinois",1168043311,C,East North Central,12582032
Illinois,"Sawyerville, Illinois",1167668448,C,East North Central,12582032
Illinois,"Saybrook, Illinois",1167668491,GA,East North Central,12582032
Illinois,"Scales Mound, Illinois",1167668533,C,East North Central,12582032
Illinois,"Schaumburg, Illinois",1179648548,C,East North Central,12582032
Illinois,"Schiller Park, Illinois",1171663185,C,East North Central,12582032
Illinois,"Schram City, Illinois",1167668855,C,East North Central,12582032
Illinois,"Sciota, Illinois",1167668908,GA,East North Central,12582032
Illinois,"Scottville, Illinois",1167669288,Start,East North Central,12582032
Illinois,"Seaton, Illinois",1167669445,Start,East North Central,12582032
Illinois,"Seatonville, Illinois",1167669454,C,East North Central,12582032
Illinois,"Secor, Illinois",1167669541,C,East North Central,12582032
Illinois,"Seneca, Illinois",1174184232,C,East North Central,12582032
Illinois,"Sesser, Illinois",1165901304,GA,East North Central,12582032
Illinois,"Shabbona, Illinois",1172813391,C,East North Central,12582032
Illinois,"Shannon, Illinois",1167670368,Start,East North Central,12582032
Illinois,"Shawneetown, Illinois",1165901483,C,East North Central,12582032
Illinois,"Sheffield, Illinois",1167670724,C,East North Central,12582032
Illinois,"Shelbyville, Illinois",1165901518,C,East North Central,12582032
Illinois,"Sheldon, Illinois",1167670824,Start,East North Central,12582032
Illinois,"Sheridan, Illinois",1179581150,C,East North Central,12582032
Illinois,"Sherman, Illinois",1176695499,C,East North Central,12582032
Illinois,"Sherrard, Illinois",1167671274,C,East North Central,12582032
Illinois,"Shiloh, Illinois",1168128329,C,East North Central,12582032
Illinois,"Shipman, Illinois",1167671632,C,East North Central,12582032
Illinois,"Shorewood, Illinois",1168075043,Start,East North Central,12582032
Illinois,"Shumway, Illinois",1178298226,C,East North Central,12582032
Illinois,"Sibley, Illinois",1167671905,C,East North Central,12582032
Illinois,"Sidell, Illinois",1167671953,C,East North Central,12582032
Illinois,"Sidney, Illinois",1167671979,C,East North Central,12582032
Illinois,"Sigel, Illinois",1166231319,C,East North Central,12582032
Illinois,"Silvis, Illinois",1171775796,GA,East North Central,12582032
Illinois,"Simpson, Illinois",1167672444,C,East North Central,12582032
Illinois,"Sims, Illinois",1167672491,Start,East North Central,12582032
Illinois,"Skokie, Illinois",1179772295,B,East North Central,12582032
Illinois,"Sleepy Hollow, Illinois",1167673007,GA,East North Central,12582032
Illinois,"Smithboro, Illinois",1167673225,C,East North Central,12582032
Illinois,"Smithfield, Illinois",1167673247,C,East North Central,12582032
Illinois,"Smithton, Illinois",1167673308,C,East North Central,12582032
Illinois,"Somonauk, Illinois",1172813456,GA,East North Central,12582032
Illinois,"Sorento, Illinois",1173174970,GA,East North Central,12582032
Illinois,"South Barrington, Illinois",1171663362,C,East North Central,12582032
Illinois,"South Beloit, Illinois",1179287808,C,East North Central,12582032
Illinois,"South Chicago Heights, Illinois",1171663455,C,East North Central,12582032
Illinois,"South Elgin, Illinois",1167674506,C,East North Central,12582032
Illinois,"Southern View, Illinois",1167675114,Start,East North Central,12582032
Illinois,"South Holland, Illinois",1171663517,C,East North Central,12582032
Illinois,"South Jacksonville, Illinois",1167674671,C,East North Central,12582032
Illinois,"South Pekin, Illinois",1167674806,C,East North Central,12582032
Illinois,"South Roxana, Illinois",1167674880,C,East North Central,12582032
Illinois,"South Wilmington, Illinois",1167675006,C,East North Central,12582032
Illinois,"Sparland, Illinois",1167675337,C,East North Central,12582032
Illinois,"Sparta, Illinois",1165902367,C,East North Central,12582032
Illinois,"Spaulding, Illinois",1167675423,Start,East North Central,12582032
Illinois,"Spillertown, Illinois",1167675640,C,East North Central,12582032
Illinois,"Spring Bay, Illinois",1167675831,Start,East North Central,12582032
Illinois,"Springerton, Illinois",1167676294,C,East North Central,12582032
Illinois,"Springfield, Illinois",1179839148,GA,East North Central,12582032
Illinois,"Spring Grove, Illinois",1167676005,C,East North Central,12582032
Illinois,"Spring Valley, Illinois",1177691388,C,East North Central,12582032
Illinois,"Standard, Illinois",1177691723,C,East North Central,12582032
Illinois,"Standard City, Illinois",1167677168,Start,East North Central,12582032
Illinois,"Stanford, Illinois",1172765325,GA,East North Central,12582032
Illinois,"Staunton, Illinois",1165903099,C,East North Central,12582032
Illinois,"Steeleville, Illinois",1167677676,C,East North Central,12582032
Illinois,"Steger, Illinois",1172514149,C,East North Central,12582032
Illinois,"Sterling, Illinois",1175125952,C,East North Central,12582032
Illinois,"Steward, Illinois",1179294015,C,East North Central,12582032
Illinois,"Stewardson, Illinois",1167677937,Start,East North Central,12582032
Illinois,"Stickney, Illinois",1171663712,C,East North Central,12582032
Illinois,"Stillman Valley, Illinois",1167678028,C,East North Central,12582032
Illinois,"Stockton, Illinois",1167678172,GA,East North Central,12582032
Illinois,"Stonefort, Illinois",1167678317,C,East North Central,12582032
Illinois,"Stone Park, Illinois",1171663785,C,East North Central,12582032
Illinois,"Stonington, Illinois",1167678373,B,East North Central,12582032
Illinois,"Stoy, Illinois",1172669421,Start,East North Central,12582032
Illinois,"Strasburg, Illinois",1167678543,C,East North Central,12582032
Illinois,"Strawn, Illinois",1172678502,C,East North Central,12582032
Illinois,"Streamwood, Illinois",1171663853,C,East North Central,12582032
Illinois,"Streator, Illinois",1179623619,B,East North Central,12582032
Illinois,"Stronghurst, Illinois",1167678710,C,East North Central,12582032
Illinois,"Sublette, Illinois",1167678861,C,East North Central,12582032
Illinois,"Sugar Grove, Illinois",1167678996,C,East North Central,12582032
Illinois,"Sullivan, Illinois",1173844668,GA,East North Central,12582032
Illinois,"Summerfield, Illinois",1171061726,C,East North Central,12582032
