state,page_title,url,article_revid,ores_score
Kentucky,"Muldraugh, Kentucky","https://en.wikipedia.org/wiki/Muldraugh,_Kentucky",1176176450,C
Kentucky,"Munfordville, Kentucky","https://en.wikipedia.org/wiki/Munfordville,_Kentucky",1165894762,C
Kentucky,"Murray, Kentucky","https://en.wikipedia.org/wiki/Murray,_Kentucky",1177692777,C
Kentucky,"Murray Hill, Kentucky","https://en.wikipedia.org/wiki/Murray_Hill,_Kentucky",1165894801,Start
Kentucky,"Nebo, Kentucky","https://en.wikipedia.org/wiki/Nebo,_Kentucky",1165894967,C
Kentucky,"New Castle, Kentucky","https://en.wikipedia.org/wiki/New_Castle,_Kentucky",1165895168,C
Kentucky,"New Haven, Kentucky","https://en.wikipedia.org/wiki/New_Haven,_Kentucky",1165895234,C
Kentucky,"Newport, Kentucky","https://en.wikipedia.org/wiki/Newport,_Kentucky",1179745157,B
Kentucky,"Nicholasville, Kentucky","https://en.wikipedia.org/wiki/Nicholasville,_Kentucky",1165564689,GA
Kentucky,"Norbourne Estates, Kentucky","https://en.wikipedia.org/wiki/Norbourne_Estates,_Kentucky",1165895667,Start
Kentucky,"North Middletown, Kentucky","https://en.wikipedia.org/wiki/North_Middletown,_Kentucky",1176572392,C
Kentucky,"Northfield, Kentucky","https://en.wikipedia.org/wiki/Northfield,_Kentucky",1165895924,C
Kentucky,"Nortonville, Kentucky","https://en.wikipedia.org/wiki/Nortonville,_Kentucky",1165895988,C
Kentucky,"Norwood, Kentucky","https://en.wikipedia.org/wiki/Norwood,_Kentucky",1165896020,C
Kentucky,"Oak Grove, Kentucky","https://en.wikipedia.org/wiki/Oak_Grove,_Kentucky",1165896131,GA
Kentucky,"Oakland, Kentucky","https://en.wikipedia.org/wiki/Oakland,_Kentucky",1165896236,C
Kentucky,"Old Brownsboro Place, Kentucky","https://en.wikipedia.org/wiki/Old_Brownsboro_Place,_Kentucky",1165896474,Start
Kentucky,"Olive Hill, Kentucky","https://en.wikipedia.org/wiki/Olive_Hill,_Kentucky",1174210372,C
Kentucky,"Orchard Grass Hills, Kentucky","https://en.wikipedia.org/wiki/Orchard_Grass_Hills,_Kentucky",1165896714,Start
Kentucky,"Owensboro, Kentucky","https://en.wikipedia.org/wiki/Owensboro,_Kentucky",1176653257,C
Kentucky,"Owenton, Kentucky","https://en.wikipedia.org/wiki/Owenton,_Kentucky",1165896946,C
Kentucky,"Owingsville, Kentucky","https://en.wikipedia.org/wiki/Owingsville,_Kentucky",1165896949,C
Kentucky,"Paducah, Kentucky","https://en.wikipedia.org/wiki/Paducah,_Kentucky",1177055202,B
Kentucky,"Paintsville, Kentucky","https://en.wikipedia.org/wiki/Paintsville,_Kentucky",1177695240,C
Kentucky,"Paris, Kentucky","https://en.wikipedia.org/wiki/Paris,_Kentucky",1174095309,C
Kentucky,"Park City, Kentucky","https://en.wikipedia.org/wiki/Park_City,_Kentucky",1175242599,GA
Kentucky,"Park Hills, Kentucky","https://en.wikipedia.org/wiki/Park_Hills,_Kentucky",1165897200,C
Kentucky,"Parkway Village, Kentucky","https://en.wikipedia.org/wiki/Parkway_Village,_Kentucky",1165897268,C
Kentucky,"Pembroke, Kentucky","https://en.wikipedia.org/wiki/Pembroke,_Kentucky",1165897483,C
Kentucky,"Perryville, Kentucky","https://en.wikipedia.org/wiki/Perryville,_Kentucky",1174376160,GA
Kentucky,"Pewee Valley, Kentucky","https://en.wikipedia.org/wiki/Pewee_Valley,_Kentucky",1165897710,C
Kentucky,"Pikeville, Kentucky","https://en.wikipedia.org/wiki/Pikeville,_Kentucky",1179806435,GA
Kentucky,"Pineville, Kentucky","https://en.wikipedia.org/wiki/Pineville,_Kentucky",1165897889,GA
Kentucky,"Pioneer Village, Kentucky","https://en.wikipedia.org/wiki/Pioneer_Village,_Kentucky",1165897924,Start
Kentucky,"Pippa Passes, Kentucky","https://en.wikipedia.org/wiki/Pippa_Passes,_Kentucky",1165897963,GA
Kentucky,"Plantation, Kentucky","https://en.wikipedia.org/wiki/Plantation,_Kentucky",1165898106,C
Kentucky,"Pleasureville, Kentucky","https://en.wikipedia.org/wiki/Pleasureville,_Kentucky",1165898205,GA
Kentucky,"Plum Springs, Kentucky","https://en.wikipedia.org/wiki/Plum_Springs,_Kentucky",1165898224,Start
Kentucky,"Poplar Hills, Kentucky","https://en.wikipedia.org/wiki/Poplar_Hills,_Kentucky",1165898411,C
Kentucky,"Powderly, Kentucky","https://en.wikipedia.org/wiki/Powderly,_Kentucky",1165898600,C
Kentucky,"Prestonsburg, Kentucky","https://en.wikipedia.org/wiki/Prestonsburg,_Kentucky",1172406113,GA
Kentucky,"Prestonville, Kentucky","https://en.wikipedia.org/wiki/Prestonville,_Kentucky",1165898754,C
Kentucky,"Princeton, Kentucky","https://en.wikipedia.org/wiki/Princeton,_Kentucky",1168614247,B
Kentucky,"Prospect, Kentucky","https://en.wikipedia.org/wiki/Prospect,_Kentucky",1165898846,C
Kentucky,"Providence, Kentucky","https://en.wikipedia.org/wiki/Providence,_Kentucky",1165898862,GA
Kentucky,"Raceland, Kentucky","https://en.wikipedia.org/wiki/Raceland,_Kentucky",1165899051,C
Kentucky,"Radcliff, Kentucky","https://en.wikipedia.org/wiki/Radcliff,_Kentucky",1165899055,GA
Kentucky,"Ravenna, Kentucky","https://en.wikipedia.org/wiki/Ravenna,_Kentucky",1165899223,C
Kentucky,"Raywick, Kentucky","https://en.wikipedia.org/wiki/Raywick,_Kentucky",1165899275,C
Kentucky,"Richlawn, Kentucky","https://en.wikipedia.org/wiki/Richlawn,_Kentucky",1165899633,C
Kentucky,"Richmond, Kentucky","https://en.wikipedia.org/wiki/Richmond,_Kentucky",1165899653,C
Kentucky,"River Bluff, Kentucky","https://en.wikipedia.org/wiki/River_Bluff,_Kentucky",1165899829,Start
Kentucky,"Riverwood, Kentucky","https://en.wikipedia.org/wiki/Riverwood,_Kentucky",1165899871,C
Kentucky,"Robards, Kentucky","https://en.wikipedia.org/wiki/Robards,_Kentucky",1176703210,C
Kentucky,"Rochester, Kentucky","https://en.wikipedia.org/wiki/Rochester,_Kentucky",1133257917,GA
Kentucky,"Rockport, Kentucky","https://en.wikipedia.org/wiki/Rockport,_Kentucky",1169533386,C
Kentucky,"Rolling Fields, Kentucky","https://en.wikipedia.org/wiki/Rolling_Fields,_Kentucky",1165900120,C
Kentucky,"Rolling Hills, Kentucky","https://en.wikipedia.org/wiki/Rolling_Hills,_Kentucky",1165900129,Start
Kentucky,"Russell, Kentucky","https://en.wikipedia.org/wiki/Russell,_Kentucky",1177229785,GA
Kentucky,"Russell Springs, Kentucky","https://en.wikipedia.org/wiki/Russell_Springs,_Kentucky",1165900480,GA
Kentucky,"Russellville, Kentucky","https://en.wikipedia.org/wiki/Russellville,_Kentucky",1165900507,C
Kentucky,"Ryland Heights, Kentucky","https://en.wikipedia.org/wiki/Ryland_Heights,_Kentucky",1176318869,Start
Kentucky,"Sacramento, Kentucky","https://en.wikipedia.org/wiki/Sacramento,_Kentucky",1165900582,GA
Kentucky,"Sadieville, Kentucky","https://en.wikipedia.org/wiki/Sadieville,_Kentucky",1172923984,B
Kentucky,"St. Charles, Kentucky","https://en.wikipedia.org/wiki/St._Charles,_Kentucky",1165902825,C
Kentucky,"St. Mary, Kentucky","https://en.wikipedia.org/wiki/St._Mary,_Kentucky",1153161434,C
Kentucky,"St. Matthews, Kentucky","https://en.wikipedia.org/wiki/St._Matthews,_Kentucky",1165679659,GA
Kentucky,"St. Regis Park, Kentucky","https://en.wikipedia.org/wiki/St._Regis_Park,_Kentucky",1165902970,Start
Kentucky,"Salem, Kentucky","https://en.wikipedia.org/wiki/Salem,_Kentucky",1178929929,C
Kentucky,"Salt Lick, Kentucky","https://en.wikipedia.org/wiki/Salt_Lick,_Kentucky",1165900674,C
Kentucky,"Salyersville, Kentucky","https://en.wikipedia.org/wiki/Salyersville,_Kentucky",1159099471,C
Kentucky,"Sanders, Kentucky","https://en.wikipedia.org/wiki/Sanders,_Kentucky",1165900781,GA
Kentucky,"Sandy Hook, Kentucky","https://en.wikipedia.org/wiki/Sandy_Hook,_Kentucky",1165900802,C
Kentucky,"Sardis, Kentucky","https://en.wikipedia.org/wiki/Sardis,_Kentucky",1165900899,C
Kentucky,"Science Hill, Kentucky","https://en.wikipedia.org/wiki/Science_Hill,_Kentucky",1165900994,C
Kentucky,"Scottsville, Kentucky","https://en.wikipedia.org/wiki/Scottsville,_Kentucky",1165901061,GA
Kentucky,"Sebree, Kentucky","https://en.wikipedia.org/wiki/Sebree,_Kentucky",1165901148,C
Kentucky,"Seneca Gardens, Kentucky","https://en.wikipedia.org/wiki/Seneca_Gardens,_Kentucky",1165901249,GA
Kentucky,"Sharpsburg, Kentucky","https://en.wikipedia.org/wiki/Sharpsburg,_Kentucky",1165901435,C
Kentucky,"Shelbyville, Kentucky","https://en.wikipedia.org/wiki/Shelbyville,_Kentucky",1177596638,GA
Kentucky,"Shepherdsville, Kentucky","https://en.wikipedia.org/wiki/Shepherdsville,_Kentucky",1165869643,GA
Kentucky,"Shively, Kentucky","https://en.wikipedia.org/wiki/Shively,_Kentucky",1165901661,GA
Kentucky,"Silver Grove, Kentucky","https://en.wikipedia.org/wiki/Silver_Grove,_Kentucky",1176469269,GA
Kentucky,"Simpsonville, Kentucky","https://en.wikipedia.org/wiki/Simpsonville,_Kentucky",1171109040,GA
Kentucky,"Slaughters, Kentucky","https://en.wikipedia.org/wiki/Slaughters,_Kentucky",1165901925,Start
Kentucky,"Smithfield, Kentucky","https://en.wikipedia.org/wiki/Smithfield,_Kentucky",1165901965,C
Kentucky,"Smithland, Kentucky","https://en.wikipedia.org/wiki/Smithland,_Kentucky",1165901978,C
Kentucky,"Smiths Grove, Kentucky","https://en.wikipedia.org/wiki/Smiths_Grove,_Kentucky",1171776119,C
Kentucky,"Somerset, Kentucky","https://en.wikipedia.org/wiki/Somerset,_Kentucky",1176542710,C
Kentucky,"Sonora, Kentucky","https://en.wikipedia.org/wiki/Sonora,_Kentucky",1165902103,C
Kentucky,"South Carrollton, Kentucky","https://en.wikipedia.org/wiki/South_Carrollton,_Kentucky",1165902149,C
Kentucky,"South Park View, Kentucky","https://en.wikipedia.org/wiki/South_Park_View,_Kentucky",1165902262,GA
Kentucky,"South Shore, Kentucky","https://en.wikipedia.org/wiki/South_Shore,_Kentucky",1176717660,C
Kentucky,"Southgate, Kentucky","https://en.wikipedia.org/wiki/Southgate,_Kentucky",1176717763,Start
Kentucky,"Sparta, Kentucky","https://en.wikipedia.org/wiki/Sparta,_Kentucky",1165902370,C
Kentucky,"Spring Mill, Kentucky","https://en.wikipedia.org/wiki/Spring_Mill,_Kentucky",1165902687,Start
Kentucky,"Spring Valley, Kentucky","https://en.wikipedia.org/wiki/Spring_Valley,_Kentucky",1165902700,Start
Kentucky,"Springfield, Kentucky","https://en.wikipedia.org/wiki/Springfield,_Kentucky",1168233252,C
Kentucky,"Stamping Ground, Kentucky","https://en.wikipedia.org/wiki/Stamping_Ground,_Kentucky",1177528033,C
Kentucky,"Stanford, Kentucky","https://en.wikipedia.org/wiki/Stanford,_Kentucky",1165903020,C
Kentucky,"Stanton, Kentucky","https://en.wikipedia.org/wiki/Stanton,_Kentucky",1174498057,C
Kentucky,"Strathmoor Manor, Kentucky","https://en.wikipedia.org/wiki/Strathmoor_Manor,_Kentucky",1165903284,C
Kentucky,"Strathmoor Village, Kentucky","https://en.wikipedia.org/wiki/Strathmoor_Village,_Kentucky",1165903287,C
Kentucky,"Sturgis, Kentucky","https://en.wikipedia.org/wiki/Sturgis,_Kentucky",1165903344,C
Kentucky,"Sycamore, Kentucky","https://en.wikipedia.org/wiki/Sycamore,_Kentucky",1165903563,Start
Kentucky,"Taylor Mill, Kentucky","https://en.wikipedia.org/wiki/Taylor_Mill,_Kentucky",1176321023,C
Kentucky,"Taylorsville, Kentucky","https://en.wikipedia.org/wiki/Taylorsville,_Kentucky",1165903767,C
Kentucky,"Ten Broeck, Kentucky","https://en.wikipedia.org/wiki/Ten_Broeck,_Kentucky",1165903907,Start
Kentucky,"Thornhill, Kentucky","https://en.wikipedia.org/wiki/Thornhill,_Kentucky",1165904089,Start
Kentucky,"Tompkinsville, Kentucky","https://en.wikipedia.org/wiki/Tompkinsville,_Kentucky",1165904624,C
Kentucky,"Trenton, Kentucky","https://en.wikipedia.org/wiki/Trenton,_Kentucky",1165904815,Stub
Kentucky,"Union, Kentucky","https://en.wikipedia.org/wiki/Union,_Kentucky",1177187643,C
Kentucky,"Uniontown, Kentucky","https://en.wikipedia.org/wiki/Uniontown,_Kentucky",1165905241,C
Kentucky,"Upton, Kentucky","https://en.wikipedia.org/wiki/Upton,_Kentucky",1176735355,C
Kentucky,"Vanceburg, Kentucky","https://en.wikipedia.org/wiki/Vanceburg,_Kentucky",1165906068,C
Kentucky,"Versailles, Kentucky","https://en.wikipedia.org/wiki/Versailles,_Kentucky",1169933317,C
Kentucky,"Vicco, Kentucky","https://en.wikipedia.org/wiki/Vicco,_Kentucky",1165906198,GA
Kentucky,"Villa Hills, Kentucky","https://en.wikipedia.org/wiki/Villa_Hills,_Kentucky",1176319379,Start
Kentucky,"Vine Grove, Kentucky","https://en.wikipedia.org/wiki/Vine_Grove,_Kentucky",1165906280,C
Kentucky,"Walton, Kentucky","https://en.wikipedia.org/wiki/Walton,_Kentucky",1176319675,C
Kentucky,"Warfield, Kentucky","https://en.wikipedia.org/wiki/Warfield,_Kentucky",1165906605,C
Kentucky,"Warsaw, Kentucky","https://en.wikipedia.org/wiki/Warsaw,_Kentucky",1165906655,C
Kentucky,"Watterson Park, Kentucky","https://en.wikipedia.org/wiki/Watterson_Park,_Kentucky",1165906805,Start
Kentucky,"Waverly, Kentucky","https://en.wikipedia.org/wiki/Waverly,_Kentucky",1165906863,Start
Kentucky,"Wayland, Kentucky","https://en.wikipedia.org/wiki/Wayland,_Kentucky",1176739936,C
Kentucky,"Wellington, Kentucky","https://en.wikipedia.org/wiki/Wellington,_Kentucky",1165907026,Start
Kentucky,"West Buechel, Kentucky","https://en.wikipedia.org/wiki/West_Buechel,_Kentucky",1165907107,C
Kentucky,"West Liberty, Kentucky","https://en.wikipedia.org/wiki/West_Liberty,_Kentucky",1165907177,C
Kentucky,"West Point, Kentucky","https://en.wikipedia.org/wiki/West_Point,_Kentucky",1179551237,C
Kentucky,"Westwood, Jefferson County, Kentucky","https://en.wikipedia.org/wiki/Westwood,_Jefferson_County,_Kentucky",1165907355,Start
Kentucky,"Wheatcroft, Kentucky","https://en.wikipedia.org/wiki/Wheatcroft,_Kentucky",1165907388,Start
Kentucky,"Wheelwright, Kentucky","https://en.wikipedia.org/wiki/Wheelwright,_Kentucky",1167312317,C
Kentucky,"White Plains, Kentucky","https://en.wikipedia.org/wiki/White_Plains,_Kentucky",1165907487,C
Kentucky,"Whitesburg, Kentucky","https://en.wikipedia.org/wiki/Whitesburg,_Kentucky",1173981303,GA
Kentucky,"Whitesville, Kentucky","https://en.wikipedia.org/wiki/Whitesville,_Kentucky",1169937818,C
Kentucky,"Wickliffe, Kentucky","https://en.wikipedia.org/wiki/Wickliffe,_Kentucky",1165907583,C
Kentucky,"Wilder, Kentucky","https://en.wikipedia.org/wiki/Wilder,_Kentucky",1176477719,Start
Kentucky,"Wildwood, Kentucky","https://en.wikipedia.org/wiki/Wildwood,_Kentucky",1165907616,Start
Kentucky,"Williamsburg, Kentucky","https://en.wikipedia.org/wiki/Williamsburg,_Kentucky",1177257929,C
Kentucky,"Williamstown, Kentucky","https://en.wikipedia.org/wiki/Williamstown,_Kentucky",1165907745,C
Kentucky,"Willisburg, Kentucky","https://en.wikipedia.org/wiki/Willisburg,_Kentucky",1179844072,C
Kentucky,"Wilmore, Kentucky","https://en.wikipedia.org/wiki/Wilmore,_Kentucky",1172193450,GA
Kentucky,"Winchester, Kentucky","https://en.wikipedia.org/wiki/Winchester,_Kentucky",1176763538,C
Kentucky,"Windy Hills, Kentucky","https://en.wikipedia.org/wiki/Windy_Hills,_Kentucky",1165907997,Start
Kentucky,"Wingo, Kentucky","https://en.wikipedia.org/wiki/Wingo,_Kentucky",1165908027,C
Kentucky,"Woodburn, Kentucky","https://en.wikipedia.org/wiki/Woodburn,_Kentucky",1165908333,C
Kentucky,"Woodbury, Kentucky","https://en.wikipedia.org/wiki/Woodbury,_Kentucky",1165908344,C
Kentucky,"Woodland Hills, Kentucky","https://en.wikipedia.org/wiki/Woodland_Hills,_Kentucky",1165908352,Start
Kentucky,"Woodlawn, Kentucky","https://en.wikipedia.org/wiki/Woodlawn,_Kentucky",1176484910,C
Kentucky,"Woodlawn Park, Kentucky","https://en.wikipedia.org/wiki/Woodlawn_Park,_Kentucky",1165908395,Start
Kentucky,"Worthington, Kentucky","https://en.wikipedia.org/wiki/Worthington,_Kentucky",1165908503,C
Kentucky,"Worthington Hills, Kentucky","https://en.wikipedia.org/wiki/Worthington_Hills,_Kentucky",1165908494,C
Kentucky,"Worthville, Kentucky","https://en.wikipedia.org/wiki/Worthville,_Kentucky",1165908513,C
Kentucky,"Wurtland, Kentucky","https://en.wikipedia.org/wiki/Wurtland,_Kentucky",1171658947,C
Louisiana,"Abbeville, Louisiana","https://en.wikipedia.org/wiki/Abbeville,_Louisiana",1178840199,C
Louisiana,"Abita Springs, Louisiana","https://en.wikipedia.org/wiki/Abita_Springs,_Louisiana",1171693285,C
Louisiana,"Addis, Louisiana","https://en.wikipedia.org/wiki/Addis,_Louisiana",1178707473,GA
Louisiana,"Albany, Louisiana","https://en.wikipedia.org/wiki/Albany,_Louisiana",1175483926,C
Louisiana,"Alexandria, Louisiana","https://en.wikipedia.org/wiki/Alexandria,_Louisiana",1176810936,C
Louisiana,"Amite City, Louisiana","https://en.wikipedia.org/wiki/Amite_City,_Louisiana",1176883272,C
Louisiana,"Anacoco, Louisiana","https://en.wikipedia.org/wiki/Anacoco,_Louisiana",1166483451,C
Louisiana,"Angie, Louisiana","https://en.wikipedia.org/wiki/Angie,_Louisiana",1166483748,C
Louisiana,"Arcadia, Louisiana","https://en.wikipedia.org/wiki/Arcadia,_Louisiana",1116690713,C
Louisiana,"Arnaudville, Louisiana","https://en.wikipedia.org/wiki/Arnaudville,_Louisiana",1174530774,C
Louisiana,"Ashland, Natchitoches Parish, Louisiana","https://en.wikipedia.org/wiki/Ashland,_Natchitoches_Parish,_Louisiana",1166485921,C
Louisiana,"Athens, Louisiana","https://en.wikipedia.org/wiki/Athens,_Louisiana",1166486386,C
Louisiana,"Atlanta, Louisiana","https://en.wikipedia.org/wiki/Atlanta,_Louisiana",1173106916,GA
Louisiana,"Baker, Louisiana","https://en.wikipedia.org/wiki/Baker,_Louisiana",1177325898,GA
Louisiana,"Baldwin, Louisiana","https://en.wikipedia.org/wiki/Baldwin,_Louisiana",1166014968,C
Louisiana,"Ball, Louisiana","https://en.wikipedia.org/wiki/Ball,_Louisiana",1167048471,C
Louisiana,"Basile, Louisiana","https://en.wikipedia.org/wiki/Basile,_Louisiana",1169639786,C
Louisiana,"Baskin, Louisiana","https://en.wikipedia.org/wiki/Baskin,_Louisiana",1166534432,C
Louisiana,"Bastrop, Louisiana","https://en.wikipedia.org/wiki/Bastrop,_Louisiana",1174914242,C
Louisiana,"Baton Rouge, Louisiana","https://en.wikipedia.org/wiki/Baton_Rouge,_Louisiana",1179567575,GA
Louisiana,"Belcher, Louisiana","https://en.wikipedia.org/wiki/Belcher,_Louisiana",1166606342,C
Louisiana,"Benton, Louisiana","https://en.wikipedia.org/wiki/Benton,_Louisiana",1166015437,C
Louisiana,"Bernice, Louisiana","https://en.wikipedia.org/wiki/Bernice,_Louisiana",1177011754,C
Louisiana,"Berwick, Louisiana","https://en.wikipedia.org/wiki/Berwick,_Louisiana",1178569837,C
Louisiana,"Bienville, Louisiana","https://en.wikipedia.org/wiki/Bienville,_Louisiana",1166609828,C
Louisiana,"Blanchard, Louisiana","https://en.wikipedia.org/wiki/Blanchard,_Louisiana",1167048545,C
Louisiana,"Bogalusa, Louisiana","https://en.wikipedia.org/wiki/Bogalusa,_Louisiana",1178228162,GA
Louisiana,"Bonita, Louisiana","https://en.wikipedia.org/wiki/Bonita,_Louisiana",1179203615,C
Louisiana,"Bossier City, Louisiana","https://en.wikipedia.org/wiki/Bossier_City,_Louisiana",1177321532,B
Louisiana,"Boyce, Louisiana","https://en.wikipedia.org/wiki/Boyce,_Louisiana",1175484005,C
Louisiana,"Breaux Bridge, Louisiana","https://en.wikipedia.org/wiki/Breaux_Bridge,_Louisiana",1169104333,C
Louisiana,"Broussard, Louisiana","https://en.wikipedia.org/wiki/Broussard,_Louisiana",1177326818,C
Louisiana,"Brusly, Louisiana","https://en.wikipedia.org/wiki/Brusly,_Louisiana",1169417949,Start
Louisiana,"Bryceland, Louisiana","https://en.wikipedia.org/wiki/Bryceland,_Louisiana",1166635802,Start
Louisiana,"Bunkie, Louisiana","https://en.wikipedia.org/wiki/Bunkie,_Louisiana",1177849466,C
Louisiana,"Calvin, Louisiana","https://en.wikipedia.org/wiki/Calvin,_Louisiana",1173070975,Start
Louisiana,"Campti, Louisiana","https://en.wikipedia.org/wiki/Campti,_Louisiana",1166017129,C
Louisiana,"Cankton, Louisiana","https://en.wikipedia.org/wiki/Cankton,_Louisiana",1166690157,C
Louisiana,"Carencro, Louisiana","https://en.wikipedia.org/wiki/Carencro,_Louisiana",1177398020,C
Louisiana,"Castor, Louisiana","https://en.wikipedia.org/wiki/Castor,_Louisiana",1166692425,C
Louisiana,"Central, Louisiana","https://en.wikipedia.org/wiki/Central,_Louisiana",1178444864,C
Louisiana,"Chataignier, Louisiana","https://en.wikipedia.org/wiki/Chataignier,_Louisiana",1172723538,C
Louisiana,"Chatham, Louisiana","https://en.wikipedia.org/wiki/Chatham,_Louisiana",1166017698,Start
Louisiana,"Cheneyville, Louisiana","https://en.wikipedia.org/wiki/Cheneyville,_Louisiana",1166017739,C
Louisiana,"Choudrant, Louisiana","https://en.wikipedia.org/wiki/Choudrant,_Louisiana",1175649536,C
Louisiana,"Church Point, Louisiana","https://en.wikipedia.org/wiki/Church_Point,_Louisiana",1171248327,C
Louisiana,"Clarence, Louisiana","https://en.wikipedia.org/wiki/Clarence,_Louisiana",1166696149,Start
Louisiana,"Clarks, Louisiana","https://en.wikipedia.org/wiki/Clarks,_Louisiana",1166696356,C
Louisiana,"Clayton, Louisiana","https://en.wikipedia.org/wiki/Clayton,_Louisiana",1166018102,C
Louisiana,"Clinton, Louisiana","https://en.wikipedia.org/wiki/Clinton,_Louisiana",1166018258,C
Louisiana,"Colfax, Louisiana","https://en.wikipedia.org/wiki/Colfax,_Louisiana",1169505958,C
Louisiana,"Collinston, Louisiana","https://en.wikipedia.org/wiki/Collinston,_Louisiana",1166756659,C
Louisiana,"Columbia, Louisiana","https://en.wikipedia.org/wiki/Columbia,_Louisiana",1166018483,C
Louisiana,"Converse, Louisiana","https://en.wikipedia.org/wiki/Converse,_Louisiana",1166758086,Start
Louisiana,"Cottonport, Louisiana","https://en.wikipedia.org/wiki/Cottonport,_Louisiana",1169640608,C
Louisiana,"Cotton Valley, Louisiana","https://en.wikipedia.org/wiki/Cotton_Valley,_Louisiana",1166018925,C
Louisiana,"Coushatta, Louisiana","https://en.wikipedia.org/wiki/Coushatta,_Louisiana",1174981645,C
Louisiana,"Covington, Louisiana","https://en.wikipedia.org/wiki/Covington,_Louisiana",1177293706,GA
Louisiana,"Creola, Louisiana","https://en.wikipedia.org/wiki/Creola,_Louisiana",1166819941,C
Louisiana,"Crowley, Louisiana","https://en.wikipedia.org/wiki/Crowley,_Louisiana",1177440778,C
Louisiana,"Cullen, Louisiana","https://en.wikipedia.org/wiki/Cullen,_Louisiana",1166066215,Start
Louisiana,"Delcambre, Louisiana","https://en.wikipedia.org/wiki/Delcambre,_Louisiana",1169479449,C
Louisiana,"Delhi, Louisiana","https://en.wikipedia.org/wiki/Delhi,_Louisiana",1177535112,C
Louisiana,"Delta, Louisiana","https://en.wikipedia.org/wiki/Delta,_Louisiana",1166850638,C
Louisiana,"Denham Springs, Louisiana","https://en.wikipedia.org/wiki/Denham_Springs,_Louisiana",1177266615,GA
Louisiana,"DeQuincy, Louisiana","https://en.wikipedia.org/wiki/DeQuincy,_Louisiana",1168034859,GA
Louisiana,"DeRidder, Louisiana","https://en.wikipedia.org/wiki/DeRidder,_Louisiana",1177581166,C
Louisiana,"Dixie Inn, Louisiana","https://en.wikipedia.org/wiki/Dixie_Inn,_Louisiana",1166851918,GA
Louisiana,"Dodson, Louisiana","https://en.wikipedia.org/wiki/Dodson,_Louisiana",1173070937,C
Louisiana,"Donaldsonville, Louisiana","https://en.wikipedia.org/wiki/Donaldsonville,_Louisiana",1177327390,C
Louisiana,"Downsville, Louisiana","https://en.wikipedia.org/wiki/Downsville,_Louisiana",1166853912,C
Louisiana,"Doyline, Louisiana","https://en.wikipedia.org/wiki/Doyline,_Louisiana",1166854021,GA
Louisiana,"Dry Prong, Louisiana","https://en.wikipedia.org/wiki/Dry_Prong,_Louisiana",1168276362,C
Louisiana,"Dubach, Louisiana","https://en.wikipedia.org/wiki/Dubach,_Louisiana",1166067080,C
Louisiana,"Dubberly, Louisiana","https://en.wikipedia.org/wiki/Dubberly,_Louisiana",1167002201,C
Louisiana,"Duson, Louisiana","https://en.wikipedia.org/wiki/Duson,_Louisiana",1169969251,C
Louisiana,"East Hodge, Louisiana","https://en.wikipedia.org/wiki/East_Hodge,_Louisiana",1166990830,Start
Louisiana,"Edgefield, Louisiana","https://en.wikipedia.org/wiki/Edgefield,_Louisiana",1166992357,Start
Louisiana,"Elizabeth, Louisiana","https://en.wikipedia.org/wiki/Elizabeth,_Louisiana",1175153796,C
Louisiana,"Elton, Louisiana","https://en.wikipedia.org/wiki/Elton,_Louisiana",1175603581,Start
Louisiana,"Epps, Louisiana","https://en.wikipedia.org/wiki/Epps,_Louisiana",1154798181,Start
Louisiana,"Erath, Louisiana","https://en.wikipedia.org/wiki/Erath,_Louisiana",1177309328,C
Louisiana,"Eros, Louisiana","https://en.wikipedia.org/wiki/Eros,_Louisiana",1166067799,C
Louisiana,"Estherwood, Louisiana","https://en.wikipedia.org/wiki/Estherwood,_Louisiana",1166996453,C
Louisiana,"Eunice, Louisiana","https://en.wikipedia.org/wiki/Eunice,_Louisiana",1167572203,C
Louisiana,"Evergreen, Louisiana","https://en.wikipedia.org/wiki/Evergreen,_Louisiana",1166067937,C
Louisiana,"Farmerville, Louisiana","https://en.wikipedia.org/wiki/Farmerville,_Louisiana",1166068085,C
Louisiana,"Fenton, Louisiana","https://en.wikipedia.org/wiki/Fenton,_Louisiana",1167014590,C
Louisiana,"Ferriday, Louisiana","https://en.wikipedia.org/wiki/Ferriday,_Louisiana",1173732406,C
Louisiana,"Fisher, Louisiana","https://en.wikipedia.org/wiki/Fisher,_Louisiana",1167146612,C
Louisiana,"Florien, Louisiana","https://en.wikipedia.org/wiki/Florien,_Louisiana",1167015778,Start
Louisiana,"Folsom, Louisiana","https://en.wikipedia.org/wiki/Folsom,_Louisiana",1167015966,C
Louisiana,"Fordoche, Louisiana","https://en.wikipedia.org/wiki/Fordoche,_Louisiana",1166068431,C
Louisiana,"Forest, Louisiana","https://en.wikipedia.org/wiki/Forest,_Louisiana",1167016347,C
Louisiana,"Forest Hill, Louisiana","https://en.wikipedia.org/wiki/Forest_Hill,_Louisiana",1167016236,C
Louisiana,"Franklin, Louisiana","https://en.wikipedia.org/wiki/Franklin,_Louisiana",1177366223,C
Louisiana,"Franklinton, Louisiana","https://en.wikipedia.org/wiki/Franklinton,_Louisiana",1176134740,C
Louisiana,"French Settlement, Louisiana","https://en.wikipedia.org/wiki/French_Settlement,_Louisiana",1169668559,C
